Player,Tm,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
De'Aaron Fox,SAC,21.8,.599,.276,.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,.146,3.4,-0.9,2.5,2.7
Markelle Fultz,ORL,16.6,.564,.128,.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2.0,3.7,.100,-0.1,0.7,0.5,1.2
Wenyen Gabriel,LAL,14.4,.626,.138,.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,.132,-2.3,0.1,-2.2,-0.1
Daniel Gafford,WAS,19.7,.739,.000,.473,11.7,18.0,15.0,7.5,1.0,5.2,15.1,15.2,4.2,1.9,6.1,.184,0.4,0.6,1.0,1.2
Darius Garland,CLE,18.8,.587,.365,.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,.148,3.2,-0.7,2.4,2.7
Usman Garuba,HOU,12.9,.569,.333,.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,.091,-2.0,0.6,-1.4,0.2
Luka Garza,MIN,23.0,.652,.336,.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,.211,2.2,-2.6,-0.4,0.1
Rudy Gay,UTA,9.0,.475,.453,.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,.018,-3.6,-0.4,-4.0,-0.4
Paul George,LAC,19.6,.588,.424,.293,2.6,17.0,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,.114,2.4,0.3,2.8,2.3
Taj Gibson,WAS,11.4,.585,.192,.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,.082,-3.6,0.5,-3.2,-0.1
Josh Giddey,OKC,17.1,.533,.209,.130,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,.081,1.5,-0.3,1.2,1.9
Shai Gilgeous-Alexander,OKC,27.2,.626,.122,.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,.226,5.7,1.5,7.3,5.6
Anthony Gill,WAS,11.1,.604,.220,.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1.0,0.4,1.3,.101,-2.4,-0.9,-3.3,-0.2
Jacob Gilyard,MEM,7.3,.500,1.000,.000,0.0,10.3,5.2,19.4,3.5,0.0,40.0,5.1,0.0,0.1,0.1,.079,-7.8,1.7,-6.1,0.0
Rudy Gobert,MIN,18.9,.675,.005,.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,.174,0.0,0.7,0.7,1.4
Jordan Goodwin,WAS,14.8,.531,.334,.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,0.9,1.3,2.2,.097,-0.7,1.4,0.7,0.8
Aaron Gordon,DEN,19.5,.617,.227,.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,.158,2.4,-0.3,2.1,2.1
Eric Gordon,TOT,11.8,.587,.545,.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,.056,-0.5,-1.4,-1.9,0.1
Devonte' Graham,TOT,12.5,.552,.784,.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1.0,2.5,.091,0.1,-0.2,-0.1,0.6
Jerami Grant,POR,16.0,.606,.393,.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1.0,4.1,.087,1.2,-1.4,-0.2,1.0
RaiQuan Gray,BRK,15.5,.621,.417,.167,9.9,18.8,14.4,29.0,0.0,2.4,23.7,21.4,0.0,0.0,0.1,.106,-0.6,-1.4,-2.0,0.0
A.J. Green,MIL,11.5,.607,.840,.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,.111,-0.3,-0.6,-0.9,0.1
Danny Green,TOT,10.8,.617,.755,.020,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,0.0,0.2,0.2,.059,-2.1,0.2,-1.9,0.0
Draymond Green,GSW,12.2,.592,.276,.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,.098,-1.8,2.6,0.8,1.6
Jalen Green,HOU,14.5,.538,.408,.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,.034,0.5,-2.6,-2.1,0.0
JaMychal Green,GSW,15.5,.650,.440,.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1.0,2.2,.133,-0.7,0.2,-0.5,0.3
Javonte Green,CHI,14.5,.646,.324,.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,.142,-1.1,2.5,1.4,0.4
Jeff Green,DEN,11.0,.576,.317,.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,.074,-2.4,-1.0,-3.4,-0.4
Josh Green,DAL,11.2,.645,.442,.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,.082,-1.9,-0.6,-2.4,-0.2
AJ Griffin,ATL,12.6,.577,.486,.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,.075,-0.3,-0.5,-0.8,0.4
Blake Griffin,BOS,13.1,.590,.508,.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,.153,-1.4,1.5,0.1,0.3
Quentin Grimes,NYK,11.7,.619,.676,.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,.108,-0.3,0.1,-0.1,1.0
Rui Hachimura,TOT,13.2,.556,.274,.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,.060,-1.3,-1.0,-2.2,-0.1
Tyrese Haliburton,IND,23.6,.624,.478,.239,1.9,10.1,6.0,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,.195,7.0,0.2,7.2,4.4
Jordan Hall,SAS,5.5,.438,.536,.321,3.8,12.3,7.9,17.0,0.6,0.0,18.0,19.4,-0.1,0.0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1
R.J. Hampton,TOT,10.8,.558,.489,.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,.042,-2.3,-0.6,-2.9,-0.2
Tim Hardaway Jr.,DAL,12.1,.554,.649,.195,1.1,12.6,6.8,9.0,1.1,0.5,6.1,20.6,1.0,1.3,2.3,.051,-0.3,-1.5,-1.8,0.1
James Harden,PHI,21.6,.607,.496,.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,5.8,2.6,8.4,.188,5.1,0.3,5.4,4.0
Jaden Hardy,DAL,14.6,.571,.468,.237,1.8,13.0,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,.048,-0.4,-1.9,-2.3,0.0
Ron Harper Jr.,TOR,15.7,.608,.563,.063,6.6,10.2,8.3,11.9,0.0,2.0,0.0,14.6,0.1,0.0,0.2,.158,2.4,-1.2,1.2,0.0
Montrezl Harrell,PHI,17.6,.631,.029,.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,.153,-0.9,-0.4,-1.3,0.1
Gary Harris,ORL,10.5,.620,.710,.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,1.3,1.1,2.3,.095,-1.4,0.7,-0.7,0.4
Joe Harris,BRK,10.6,.621,.757,.064,1.7,10.1,6.0,9.1,1.1,0.7,8.3,14.3,1.5,1.1,2.6,.083,-0.6,-0.6,-1.1,0.3
Kevon Harris,ORL,9.2,.564,.402,.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,.065,-3.5,-0.1,-3.6,-0.2
Tobias Harris,PHI,14.8,.602,.383,.153,3.3,17.0,10.3,11.4,1.4,1.5,9.0,18.2,3.1,2.8,5.9,.116,0.6,0.1,0.7,1.7
Shaquille Harrison,POR,17.9,.516,.278,.417,1.0,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,.137,-2.5,2.6,0.1,0.1
Josh Hart,TOT,14.1,.622,.315,.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,.118,-0.2,1.1,0.9,1.8
Isaiah Hartenstein,NYK,14.2,.567,.113,.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,.136,-1.5,1.2,-0.3,0.7
Udonis Haslem,MIA,6.2,.433,.310,.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,-0.1,0.1,0.0,-0.009,-8.2,-3.9,-12.1,-0.2
Sam Hauser,BOS,12.7,.634,.846,.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,.128,0.6,0.4,1.0,1.0
Jaxson Hayes,NOP,13.7,.605,.186,.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,0.6,0.9,1.5,.118,-2.2,1.0,-1.2,0.1
Killian Hayes,DET,10.2,.455,.351,.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1.0
Gordon Hayward,CHO,13.5,.563,.275,.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20.0,0.8,1.1,2.0,.059,-1.1,-0.3,-1.4,0.2
Juancho Hernangómez,TOR,7.6,.504,.588,.140,4.6,19.1,11.3,5.2,1.3,0.9,11.0,9.4,0.1,0.6,0.7,.053,-3.5,0.2,-3.3,-0.2
Willy Hernangómez,NOP,20.7,.610,.065,.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,0.8,0.8,1.6,.171,-0.2,0.5,0.3,0.3
Tyler Herro,MIA,15.3,.566,.484,.164,1.3,17.3,9.0,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,.072,1.5,-0.8,0.6,1.6
Buddy Hield,IND,15.4,.614,.652,.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,.085,2.5,-0.6,1.9,2.4
Haywood Highsmith,MIA,8.5,.517,.505,.130,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,.046,-3.7,0.7,-3.1,-0.3
George Hill,TOT,10.6,.610,.572,.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,.107,-2.4,0.9,-1.5,0.1
Malcolm Hill,CHI,15.4,.625,.750,.000,0.0,37.2,18.9,0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,.125,1.6,0.8,2.4,0.0
Aaron Holiday,ATL,9.4,.528,.400,.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,.053,-2.9,0.9,-2.0,0.0
Jrue Holiday,MIL,19.2,.586,.402,.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,.148,3.0,0.1,3.1,2.8
Justin Holiday,TOT,6.6,.494,.701,.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,-0.4,0.5,0.1,.008,-3.7,-0.1,-3.9,-0.3
Richaun Holmes,SAC,12.9,.668,.090,.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,.113,-2.0,-0.9,-2.9,-0.1
Al Horford,BOS,13.8,.631,.678,.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,.157,1.6,1.7,3.3,2.5
Talen Horton-Tucker,UTA,13.7,.508,.331,.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,.029,-1.1,-0.5,-1.6,0.2
Danuel House Jr.,PHI,9.4,.600,.558,.305,1.3,12.2,6.9,7.5,0.9,1.0,10.4,13.8,0.6,0.7,1.3,.075,-2.5,-0.5,-3.0,-0.2
Caleb Houstan,ORL,6.2,.508,.747,.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,.039,-3.1,-0.9,-4.0,-0.4
Trevor Hudgins,HOU,4.2,.436,.889,.333,0.0,0.0,0.0,13.9,0.0,0.0,8.8,16.8,0.0,0.0,0.0,-0.035,-3.8,-4.7,-8.4,0.0
Kevin Huerter,SAC,15.2,.617,.589,.151,2.2,10.8,6.5,14.1,1.7,1.0,9.5,19.9,3.3,1.7,4.9,.107,1.4,-0.3,1.0,1.7
Jay Huff,WAS,22.3,.796,.480,.640,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,.261,2.8,1.2,4.0,0.1
De'Andre Hunter,ATL,11.5,.563,.348,.252,2.3,12.4,7.3,6.0,0.8,0.7,8.2,19.7,1.4,1.2,2.5,.057,-1.9,-1.4,-3.3,-0.7
Bones Hyland,TOT,14.9,.535,.552,.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,0.3,1.1,1.4,.062,0.4,-1.2,-0.8,0.3
Serge Ibaka,MIL,9.8,.553,.333,.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,.058,-4.6,0.0,-4.5,-0.1
Andre Iguodala,GSW,7.3,.521,.600,.200,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0.0,0.1,0.1,.044,-4.3,1.7,-2.5,0.0
Joe Ingles,MIL,10.7,.616,.819,.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,.107,-1.6,0.8,-0.7,0.3
Brandon Ingram,NOP,19.2,.582,.196,.326,1.7,16.4,9.1,28.1,1.0,1.2,13.4,30.8,1.8,1.7,3.5,.108,2.2,-0.4,1.7,1.4
Kyrie Irving,TOT,22.4,.613,.412,.227,3.0,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2.0,7.4,.159,4.8,-0.7,4.1,3.5
Jonathan Isaac,ORL,20.3,.483,.283,.170,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1,0.0,0.3,0.3,.130,1.0,3.0,4.0,0.2
Jaden Ivey,DET,12.1,.528,.356,.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0.0,-0.001,-1.4,-1.9,-3.3,-0.7
Frank Jackson,UTA,-6.8,.000,.333,.000,21.9,21.3,21.6,22.7,0.0,0.0,0.0,25.1,0.0,0.0,0.0,-0.378,-12.5,-9.8,-22.2,0.0
Isaiah Jackson,IND,17.5,.595,.044,.459,12.1,18.0,15.0,7.0,1.4,7.7,11.8,17.4,1.5,1.2,2.7,.124,-1.7,0.9,-0.8,0.3
Jaren Jackson Jr.,MEM,21.6,.613,.343,.372,6.4,18.8,12.6,5.0,1.7,9.6,10.1,24.7,2.8,3.8,6.6,.177,0.7,2.0,2.8,2.2
Justin Jackson,BOS,6.3,.359,.741,.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,.025,-4.2,1.6,-2.6,0.0
Quenton Jackson,WAS,12.2,.542,.286,.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,.078,-3.7,-1.5,-5.1,-0.1
Reggie Jackson,TOT,10.0,.514,.450,.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,.018,-2.9,-1.1,-3.9,-0.8
LeBron James,LAL,23.9,.583,.309,.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,.138,5.5,0.6,6.1,4.0
Ty Jerome,GSW,12.8,.594,.372,.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,.124,-1.1,0.3,-0.8,0.3
Isaiah Joe,OKC,14.5,.626,.776,.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,.131,1.3,-0.4,0.9,1.0
Alize Johnson,SAS,4.3,.509,.333,.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,-0.1,0.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1
Cameron Johnson,TOT,17.1,.617,.538,.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,.142,2.0,0.6,2.6,1.4
Jalen Johnson,ATL,14.1,.554,.323,.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,0.8,1.3,2.1,.099,-1.2,1.5,0.3,0.6
James Johnson,IND,8.4,.486,.306,.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,.017,-5.7,1.2,-4.4,-0.1
Keldon Johnson,SAS,15.3,.551,.366,.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,.030,0.7,-2.5,-1.8,0.1
Keon Johnson,POR,9.0,.482,.455,.230,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4
Stanley Johnson,SAS,13.5,.625,.328,.320,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,.076,-0.8,-0.2,-1.0,0.1
Nikola Jokić,DEN,31.5,.701,.146,.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,.308,8.5,4.5,13.0,8.8
Carlik Jones,CHI,11.1,.540,.400,.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,.078,-2.8,0.4,-2.5,0.0
Damian Jones,TOT,12.9,.719,.198,.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,.119,-2.0,0.3,-1.7,0.0
Derrick Jones Jr.,CHI,13.8,.597,.348,.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,1.2,1.2,2.4,.131,-1.2,0.8,-0.4,0.3
Herbert Jones,NOP,12.1,.567,.333,.321,5.6,10.0,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,.104,-1.9,1.7,-0.3,0.8
Kai Jones,CHO,10.8,.597,.158,.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,.062,-4.8,0.8,-4.0,-0.3
Tre Jones,SAS,16.0,.534,.213,.231,3.0,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,.082,-0.2,-0.8,-1.0,0.5
Tyus Jones,MEM,16.0,.546,.459,.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,3.4,2.3,5.7,.141,1.2,0.3,1.6,1.7
DeAndre Jordan,DEN,14.7,.731,.009,.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,.112,-2.4,0.7,-1.8,0.0
Cory Joseph,DET,12.1,.558,.513,.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,.070,-0.7,-0.8,-1.5,0.2
Nikola Jović,MIA,10.6,.530,.507,.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,0.0,0.2,0.2,.053,-3.4,0.0,-3.4,-0.1
Johnny Juzang,UTA,6.5,.411,.606,.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3
Mfiondu Kabengele,BOS,8.1,.381,.429,.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,.067,-6.6,-2.4,-8.9,-0.1
Frank Kaminsky,TOT,15.3,.635,.524,.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,.141,1.2,1.7,2.8,0.3
Trevor Keels,NYK,3.7,.375,1.000,.000,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.062,-7.4,-5.6,-13.0,0.0
Luke Kennard,TOT,13.0,.684,.704,.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,.124,0.6,-0.1,0.5,0.8
Walker Kessler,UTA,21.5,.702,.007,.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,.200,1.4,1.5,2.9,2.1
Braxton Key,DET,18.6,1.064,.000,2.000,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,.242,2.1,0.8,2.9,0.0
Louis King,PHI,21.3,.744,.615,.077,8.3,8.0,8.1,12.2,1.7,0.0,13.0,23.8,0.1,0.0,0.1,.157,3.3,-1.0,2.3,0.0
Corey Kispert,WAS,11.5,.657,.656,.150,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,.088,-0.1,-1.4,-1.5,0.2
Maxi Kleber,DAL,8.7,.592,.663,.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,.067,-2.2,0.0,-2.2,0.0
Nathan Knight,MIN,14.5,.655,.272,.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,.116,-2.4,-0.8,-3.2,-0.1
Kevin Knox,TOT,11.1,.579,.560,.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,.034,-2.1,-1.4,-3.5,-0.4
Christian Koloko,TOR,11.4,.517,.080,.393,11.1,13.3,12.1,5.0,1.3,6.9,10.2,10.4,0.7,1.0,1.7,.104,-4.3,0.8,-3.5,-0.3
John Konchar,MEM,10.8,.542,.553,.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,1.0,2.5,3.5,.111,-1.9,2.4,0.5,0.9
Furkan Korkmaz,PHI,9.3,.552,.414,.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,.019,-3.3,-1.0,-4.4,-0.2
Luke Kornet,BOS,16.7,.697,.076,.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,.198,-0.4,1.3,1.0,0.6
Vit Krejci,ATL,7.7,.475,.568,.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0.0,0.1,0.1,.042,-4.2,0.6,-3.6,-0.1
Jonathan Kuminga,GSW,13.3,.597,.294,.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,.084,-1.7,-0.1,-1.7,0.1
Kyle Kuzma,WAS,14.3,.544,.421,.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,.019,-0.2,-1.5,-1.7,0.2
Anthony Lamb,GSW,10.9,.610,.634,.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,.096,-1.6,0.4,-1.1,0.3
Jock Landale,PHO,16.4,.595,.249,.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,.132,-0.7,-0.4,-1.1,0.2
Romeo Langford,SAS,10.4,.524,.236,.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,.029,-2.6,-1.5,-4.2,-0.5
Jake LaRavia,MEM,6.7,.531,.747,.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,.054,-3.9,0.4,-3.5,-0.2
Zach LaVine,CHI,19.0,.607,.392,.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,.123,2.7,-0.7,1.9,2.7
A.J. Lawson,TOT,13.9,.589,.568,.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,.063,-1.5,-2.9,-4.4,-0.1
Damion Lee,PHO,10.7,.607,.546,.230,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,.081,-1.3,-0.4,-1.7,0.1
Saben Lee,TOT,13.1,.517,.248,.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,.088,-2.7,0.9,-1.8,0.0
Alex Len,SAC,12.8,.580,.067,.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,.085,-4.9,0.9,-4.0,-0.1
Kawhi Leonard,LAC,23.9,.623,.287,.320,3.7,17.8,10.8,19.6,2.0,1.4,8.1,27.0,4.9,2.2,7.1,.194,5.1,0.9,6.1,3.5
Meyers Leonard,MIL,12.0,.652,.621,.310,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,.126,-2.8,-2.2,-5.0,-0.1
Caris LeVert,CLE,12.4,.546,.437,.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,.095,-1.0,0.8,-0.2,1.0
Kira Lewis Jr.,NOP,14.5,.584,.386,.250,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.3,0.6,.122,-0.8,0.5,-0.3,0.1
Damian Lillard,POR,26.7,.645,.547,.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,.205,8.3,-1.2,7.1,4.9
Nassir Little,POR,10.2,.555,.521,.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,.032,-1.6,-1.4,-3.0,-0.3
Isaiah Livers,DET,8.4,.567,.705,.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,0.5,0.5,1.0,.041,-2.1,-0.3,-2.4,-0.1
Kenneth Lofton Jr.,MEM,20.2,.572,.183,.290,11.5,19.2,15.4,18.1,1.3,1.0,10.3,27.6,0.3,0.2,0.5,.145,0.7,-1.1,-0.4,0.1
Kevon Looney,GSW,17.8,.639,.003,.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,.212,0.9,1.3,2.1,2.0
Brook Lopez,MIL,18.4,.630,.405,.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,.161,0.8,1.3,2.1,2.5
Robin Lopez,CLE,11.6,.675,.053,.240,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,.094,-3.4,0.3,-3.0,-0.1
Kevin Love,TOT,13.1,.548,.698,.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,0.6,2.0,2.6,.099,0.2,0.4,0.6,0.8
Kyle Lowry,MIA,12.6,.565,.639,.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,.096,-0.7,0.8,0.2,0.9
Trey Lyles,SAC,14.2,.607,.588,.304,6.3,21.1,13.7,7.0,1.0,2.2,12.2,18.1,1.4,1.2,2.6,.098,0.0,-0.9,-1.0,0.3
Théo Maledon,CHO,11.6,.515,.374,.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17.0,0.0,0.9,0.8,.047,-3.0,0.5,-2.5,-0.1
Sandro Mamukelashvili,TOT,13.4,.516,.430,.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,.063,-1.1,-1.3,-2.4,-0.1
Terance Mann,LAC,13.4,.619,.378,.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,2.8,1.5,4.3,.111,-0.3,0.1,-0.2,0.8
